,userid,bookid,rating
2903,167,30924,6
2904,119,26999,3
2905,57,27523,2
2906,33,2560,1
2907,236,7728,9
2908,23,20545,1
2909,43,20739,2
2910,168,3107,1
2911,124,27413,1
2912,117,13620,6
2913,208,27512,8
2914,152,15162,4
2915,139,10911,4
2916,144,16029,6
2917,151,5460,2
2918,207,14076,8
2919,150,12279,9
2920,212,31645,4
2921,236,19236,5
2922,70,2980,7
2923,106,8308,1
2924,96,7242,6
2925,145,3479,5
2926,69,1926,9
2927,198,176,9
2928,140,17197,7
2929,84,11220,3
2930,250,31916,5
2931,114,27505,1
2932,79,8586,1
2933,207,19019,4
2934,138,26100,4
2935,27,22683,2
2936,90,6753,10
2937,135,9030,10
2938,94,3087,6
2939,176,10697,4
2940,46,2337,4
2941,58,7735,3
2942,154,5408,6
2943,177,9559,3
2944,198,19074,1
2945,109,6364,2
2946,128,31996,3
2947,182,23870,7
2948,8,29801,1
2949,172,16419,6
2950,12,26473,4
2951,203,2040,9
2952,138,21975,4
2953,62,6063,4
2954,138,6685,10
2955,35,3974,6
2956,144,28291,10
2957,186,796,7
2958,24,32436,2
2959,95,13530,5
2960,143,19825,10
2961,102,22370,3
2962,107,26804,9
2963,80,961,4
2964,192,6817,3
2965,86,26445,10
2966,57,18484,7
2967,163,9952,9
2968,103,17509,2
2969,57,15162,6
2970,174,10249,7
2971,3,6256,7
2972,16,8718,10
2973,183,11891,10
2974,145,4389,2
2975,84,4573,2
2976,188,27286,3
2977,188,29144,5
2978,72,30420,2
2979,127,7184,4
2980,207,15979,2
2981,129,26063,4
2982,22,18708,2
2983,21,28907,9
2984,137,14759,8
2985,67,16855,9
2986,154,22837,8
2987,83,29647,1
2988,21,8591,8
2989,177,14742,8
2990,158,25446,3
2991,25,3653,2
2992,179,19971,8
2993,237,4316,1
2994,14,20245,5
2995,182,1758,2
2996,25,20871,2
2997,84,4075,9
2998,217,20741,7
2999,63,13245,1
3000,123,13645,10
3001,239,21338,6
3002,159,6844,10
3003,167,26754,2
3004,225,7566,6
3005,53,26309,5
3006,157,17312,10
3007,201,30516,2
3008,108,19139,7
3009,12,11149,3
3010,134,1380,3
3011,15,1447,6
3012,37,18719,8
3013,170,9085,2
3014,179,1132,4
3015,176,20604,6
3016,132,31812,3
3017,170,25363,1
3018,134,9185,9
3019,230,24475,5
3020,235,14649,3
3021,16,3327,7
3022,121,25363,7
3023,218,3173,3
3024,129,32149,10
3025,200,18245,1
3026,83,11737,6
3027,188,24312,7
3028,14,24805,4
3029,185,480,1
3030,100,24312,4
3031,28,30423,5
3032,194,13930,3
3033,37,20871,10
3034,130,14562,9
3035,224,21406,8
3036,7,6322,7
3037,154,18658,1
3038,67,29910,7
3039,213,24828,5
3040,156,23346,6
3041,170,9018,5
3042,61,19352,6
3043,220,24632,4
3044,192,12035,6
3045,41,26221,9
3046,133,30915,2
3047,119,30302,4
3048,54,21952,8
3049,242,9651,5
3050,19,12155,3
3051,65,4647,3
3052,130,5119,5
3053,77,14076,6
3054,21,26863,1
3055,250,16573,5
3056,180,18512,7
3057,94,16640,6
3058,210,1983,10
3059,173,22674,10
3060,121,24027,8
3061,60,16855,9
3062,8,28755,10
3063,237,29888,7
3064,239,12343,5
3065,231,30138,6
3066,215,28563,5
3067,180,4537,9
3068,155,2076,2
3069,181,28354,1
3070,182,19711,9
3071,193,11946,3
3072,74,28435,9
3073,136,24884,4
3074,65,32573,3
3075,34,22387,10
3076,243,19623,2
3077,226,25193,9
3078,72,14748,6
3079,28,28680,5
3080,187,16315,1
3081,11,8966,2
3082,114,26930,8
3083,86,27413,2
3084,217,28130,1
3085,15,31324,5
3086,52,13423,3
3087,111,5580,9
3088,164,1965,3
3089,133,4118,9
3090,128,30720,8
3091,93,477,5
3092,80,29644,6
3093,17,21318,1
3094,157,24805,8
3095,26,27433,8
3096,232,17633,3
3097,190,5726,5
3098,114,5216,5
3099,41,1657,8
3100,219,15312,6
3101,76,4010,5
3102,130,17239,7
3103,41,20523,2
3104,23,463,5
3105,189,4932,6
3106,6,6359,4
3107,161,21872,6
3108,195,19729,3
3109,50,20545,8
3110,105,6896,7
3111,158,22265,6
3112,250,17735,7
3113,202,5431,7
3114,166,19825,3
3115,88,1305,9
3116,220,10302,5
3117,215,28362,3
3118,182,23358,1
3119,107,32264,2
3120,238,5471,10
3121,75,28107,1
3122,193,9772,6
3123,96,26930,4
3124,84,796,7
3125,130,8999,10
3126,27,21676,10
3127,5,14516,1
3128,8,21668,7
3129,200,8913,10
3130,41,23346,3
3131,82,10777,5
3132,248,10033,4
3133,86,18078,2
3134,146,19810,6
3135,163,22622,4
3136,119,20604,1
3137,137,3087,9
3138,190,30648,9
3139,157,2438,10
3140,167,18613,7
3141,125,5165,10
3142,75,3808,2
3143,208,10547,4
3144,217,28065,7
3145,103,22292,9
3146,58,7440,9
3147,168,10502,4
3148,117,28574,1
3149,182,10502,7
3150,49,16573,7
3151,248,24340,7
3152,107,18828,7
3153,239,11751,3
3154,113,29647,2
3155,120,1161,7
3156,26,8403,8
3157,22,27901,2
3158,95,3464,4
3159,210,15226,2
3160,242,3649,2
3161,54,12634,8
3162,169,20275,7
3163,63,6844,10
3164,37,13582,3
3165,85,28387,5
3166,180,1954,1
3167,106,30228,4
3168,79,24957,3
3169,215,27531,4
3170,189,14742,5
3171,175,18971,7
3172,171,6857,5
3173,69,28252,9
3174,43,22389,7
3175,97,9185,6
3176,76,28030,4
3177,169,2337,6
3178,61,27505,2
3179,73,29533,8
3180,140,14274,3
3181,45,29148,7
3182,54,836,6
3183,66,1399,1
3184,139,8128,10
3185,115,3337,9
3186,46,3446,9
3187,109,19443,1
3188,90,10575,8
3189,206,15259,7
3190,71,3551,8
3191,159,910,6
3192,232,15622,10
3193,182,4316,8
3194,77,4828,6
3195,232,4487,7
3196,91,28831,5
3197,31,21196,6
3198,26,26197,8
3199,52,22528,1
3200,61,3752,7
3201,123,1399,8
3202,152,14776,5
3203,34,28311,9
3204,167,26369,5
3205,231,13200,3
3206,1,1913,7
3207,204,10599,9
3208,60,15093,1
3209,19,31570,4
3210,246,10152,5
3211,66,13300,6
3212,7,29,8
3213,75,23184,7
3214,95,12039,4
3215,18,28961,1
3216,133,15093,8
3217,33,12563,8
3218,16,17312,5
3219,225,2004,10
3220,111,10153,2
3221,138,4177,8
3222,38,15226,8
3223,92,857,2
3224,36,25332,10
3225,190,30925,1
3226,238,11027,4
3227,5,25093,5
3228,93,21823,7
3229,77,31794,8
3230,64,28563,4
3231,184,13739,4
3232,115,25371,9
3233,219,28028,6
3234,236,13631,8
3235,226,11976,2
3236,12,12512,6
3237,87,16259,7
3238,238,12311,6
3239,141,16021,3
3240,119,3311,10
3241,229,15832,3
3242,106,23178,1
3243,133,28290,6
3244,88,3314,9
3245,78,7315,6
3246,216,18750,5
3247,41,11126,4
3248,153,27901,5
3249,111,29812,6
3250,144,1849,9
3251,25,13930,1
3252,190,29644,3
3253,82,11007,6
3254,225,9333,4
3255,65,19711,6
3256,159,7649,4
3257,78,4594,2
3258,59,12903,7
3259,166,10004,6
3260,50,25022,10
3261,136,12864,9
3262,81,7445,5
3263,81,7800,7
3264,63,24658,9
3265,195,27442,8
3266,244,13523,9
3267,145,32143,4
3268,156,7649,2
3269,73,21668,7
3270,207,20392,3
3271,64,10547,6
3272,202,27024,2
3273,94,27743,7
3274,237,29762,8
3275,158,28523,8
3276,98,8891,7
3277,43,11600,1
3278,194,6645,6
3279,176,3754,10
3280,121,22790,6
3281,179,16315,5
3282,97,31039,7
3283,235,32007,3
3284,222,26887,1
3285,106,32461,1
3286,86,6877,10
3287,57,20167,4
3288,219,30431,5
3289,111,3311,6
3290,136,2044,10
3291,35,827,3
3292,57,13415,7
3293,227,3479,1
3294,106,18662,8
3295,209,16672,1
3296,14,7835,9
3297,240,3464,9
3298,168,5041,10
3299,199,19047,2
3300,111,12110,6
3301,13,17140,4
3302,19,25092,1
3303,38,1513,4
3304,38,13970,4
3305,193,15339,1
3306,206,7566,6
3307,161,20637,5
3308,113,18757,3
3309,181,13206,6
3310,1,28447,5
3311,174,26996,2
3312,162,28447,5
3313,150,26692,8
3314,203,9673,6
3315,205,19848,1
3316,31,12931,1
3317,61,5799,1
3318,119,32522,6
3319,194,4719,3
3320,122,14709,3
3321,114,10302,5
3322,162,796,6
3323,237,15595,4
3324,26,14846,8
3325,142,14477,4
3326,63,15226,5
3327,74,30597,6
3328,207,30882,6
3329,42,27063,2
3330,19,14905,9
3331,187,9038,3
3332,177,3018,1
3333,83,24104,6
3334,147,14860,1
3335,100,32146,10
3336,136,30637,8
3337,91,30516,3
3338,173,30322,3
3339,41,3350,8
3340,110,24578,4
3341,46,12641,9
3342,105,20739,4
3343,72,9346,5
3344,175,14553,4
3345,84,26638,4
3346,5,25092,8
3347,134,16181,10
3348,136,24092,10
3349,1,8951,5
3350,64,18282,1
3351,209,329,8
3352,29,21668,3
3353,4,15524,9
3354,80,31335,4
3355,116,10599,6
3356,114,24732,5
3357,202,1040,6
3358,220,14221,3
3359,40,22603,1
3360,44,24971,10
3361,229,3464,8
3362,43,12155,8
3363,121,961,9
3364,228,19751,3
3365,3,8891,6
3366,41,2921,8
3367,125,25008,8
3368,136,3464,10
3369,169,23724,1
3370,250,6645,2
3371,25,26015,7
3372,224,32007,5
3373,151,1202,6
3374,49,28519,8
3375,41,18939,7
3376,222,14221,10
3377,222,26630,6
3378,13,19771,6
3379,25,15162,10
3380,134,27895,2
3381,141,25757,6
3382,121,29124,10
3383,2,14374,1
3384,216,28204,3
3385,223,28291,9
3386,239,25446,10
3387,114,10,4
3388,26,24104,6
3389,196,25888,6
3390,111,11583,4
3391,102,10986,5
3392,218,3474,5
3393,41,10033,5
3394,167,7467,9
3395,194,8290,10
3396,59,9202,10
3397,104,27683,1
3398,236,24632,5
3399,48,26522,5
3400,240,31357,1
3401,148,20604,8
3402,84,18420,8
3403,234,23346,6
3404,234,28168,8
3405,106,20167,6
3406,10,3694,3
3407,20,4719,3
3408,228,15831,6
3409,123,29178,7
3410,45,4849,2
3411,228,1603,8
3412,243,2066,1
3413,176,3886,1
3414,130,31452,1
3415,23,17652,2
3416,198,8999,7
3417,145,13156,6
3418,155,21504,8
3419,20,14889,10
3420,66,32576,6
3421,25,15539,8
3422,65,15726,6
3423,18,23564,5
3424,73,3493,2
3425,141,16319,5
3426,9,6867,2
3427,38,27063,5
3428,70,22809,9
3429,82,523,3
3430,148,2928,9
3431,135,13365,5
3432,145,23346,4
3433,154,21324,2
3434,208,8850,7
3435,77,29536,8
3436,109,27650,7
3437,225,26072,10
3438,201,20971,4
3439,233,26012,5
3440,117,9346,8
3441,151,25332,1
3442,41,8814,5
3443,82,25566,2
3444,231,24828,4
3445,165,32470,6
3446,248,2466,9
3447,207,12637,9
3448,12,11921,2
3449,202,27743,8
3450,205,31335,6
3451,166,1247,8
3452,66,6171,7
3453,118,15370,8
3454,104,8909,9
3455,147,31772,6
3456,244,14436,5
3457,128,20615,5
3458,51,13146,5
3459,151,25413,6
3460,34,8804,9
3461,64,24897,5
3462,53,10830,2
3463,160,15231,1
3464,240,24670,9
3465,200,18613,7
3466,67,5510,9
3467,233,7719,5
3468,152,19260,10
3469,2,15145,7
3470,59,10249,5
3471,247,22986,4
3472,53,6294,10
3473,120,28028,1
3474,193,1983,6
3475,87,13087,4
3476,67,4147,6
3477,117,23528,7
3478,71,23912,9
3479,167,28058,1
3480,23,31505,3
3481,99,25319,9
3482,250,13518,8
3483,116,10249,2
3484,28,4647,5
3485,58,21381,10
3486,123,14218,1
3487,242,16444,7
3488,235,5580,10
3489,36,7130,10
3490,246,17959,1
3491,48,10158,4
3492,9,22387,7
3493,159,8151,10
3494,194,12110,3
3495,61,2412,3
3496,73,5643,7
3497,7,27339,10
3498,168,28864,6
3499,58,30882,4
3500,162,11818,4
3501,85,31809,8
3502,136,27814,6
3503,173,12722,4
3504,227,16040,3
3505,130,24842,3
3506,171,8743,3
3507,160,22837,4
3508,65,7736,4
3509,9,23358,8
3510,122,3217,8
3511,240,25920,10
3512,229,2451,5
3513,209,13615,8
3514,78,26259,10
3515,204,13969,1
3516,150,22354,10
3517,196,29916,10
3518,124,31218,10
3519,129,31495,6
3520,19,17608,6
3521,124,4904,4
3522,127,9030,6
3523,80,18875,6
3524,197,21504,8
3525,223,4147,1
3526,230,542,6
3527,198,25093,8
3528,192,24095,4
3529,123,10302,5
3530,129,4904,5
3531,47,13737,8
3532,13,32287,1
3533,79,11027,9
3534,207,17197,9
3535,90,20741,3
3536,211,27814,1
3537,223,1513,7
3538,27,5984,5
3539,82,23085,8
3540,108,18349,5
3541,43,15097,3
3542,140,9174,2
3543,20,1863,10
3544,116,2947,9
3545,210,9148,4
3546,197,12511,10
3547,141,27512,6
3548,204,28148,3
3549,40,15231,5
3550,123,12519,3
3551,61,21986,3
3552,161,18939,4
3553,55,8403,9
3554,34,2618,5
3555,162,28387,9
3556,245,8815,3
3557,49,6163,3
3558,107,26898,2
3559,125,24750,4
3560,199,26923,9
3561,199,12343,7
3562,123,7101,3
3563,168,28030,3
3564,143,22260,6
3565,72,16306,2
3566,39,19236,5
3567,14,28168,6
3568,77,8811,1
3569,148,29121,4
3570,241,23994,5
3571,220,23678,4
3572,32,19922,2
3573,169,3166,8
3574,207,19017,5
3575,33,17253,4
3576,167,14678,1
3577,179,8834,7
3578,178,4626,7
3579,43,19643,4
3580,105,11737,2
3581,250,13969,8
3582,17,27748,6
3583,189,7294,10
3584,180,7967,10
3585,212,16996,5
3586,77,7554,2
3587,104,26392,2
3588,39,16223,8
3589,144,18628,4
3590,94,18512,2
3591,144,15946,8
3592,250,25851,10
3593,213,17632,7
3594,94,8128,2
3595,126,5759,3
3596,95,10218,8
3597,201,4113,1
3598,35,32287,6
3599,67,15000,7
3600,206,11518,2
3601,225,29762,4
3602,193,25870,3
3603,94,29527,2
3604,50,28123,9
3605,5,2088,1
3606,12,24406,9
3607,18,21123,2
3608,234,22379,7
3609,209,25026,2
3610,13,1122,8
3611,172,26339,1
3612,175,30294,5
3613,84,22084,7
3614,172,26445,6
3615,74,11583,7
3616,47,5028,4
3617,89,28462,1
3618,93,2017,4
3619,230,18574,8
3620,48,6129,3
3621,30,32536,8
3622,105,655,7
3623,196,21338,5
3624,182,31466,7
3625,7,23420,3
3626,211,414,10
3627,193,23317,7
3628,220,30915,5
3629,201,29124,5
3630,72,18658,1
3631,245,28252,6
3632,203,31215,3
3633,17,15201,4
3634,188,23687,4
3635,82,12079,4
3636,176,27523,7
3637,147,5603,1
3638,36,28825,9
3639,189,14585,7
3640,158,12035,9
3641,34,1983,10
3642,163,13320,2
3643,127,23994,4
3644,137,16315,7
3645,22,24178,5
3646,243,6256,4
3647,115,3895,4
3648,66,3192,5
3649,139,31067,10
3650,45,1622,6
3651,55,7550,7
3652,30,8720,7
3653,196,24902,4
3654,198,18661,5
3655,144,20626,3
3656,175,17598,3
3657,204,21381,9
3658,224,2451,2
3659,65,23491,2
3660,32,22809,3
3661,47,976,1
3662,7,15524,5
3663,153,12278,10
3664,113,6299,4
3665,168,29910,7
3666,44,26015,3
3667,178,30878,10
3668,76,4056,7
3669,163,12039,5
3670,81,13146,8
3671,128,3263,3
3672,250,22771,3
3673,61,1035,1
3674,181,8668,5
3675,181,32161,8
3676,47,14005,9
3677,178,2088,2
3678,113,31809,9
3679,161,22086,1
3680,150,26100,6
3681,188,25888,1
3682,233,3474,3
3683,47,3218,3
3684,32,26999,2
3685,11,18662,10
3686,39,19343,1
3687,76,2800,4
3688,68,4241,9
3689,71,28097,1
3690,161,31353,3
3691,203,5363,3
3692,52,20545,3
3693,112,29321,5
3694,155,2721,4
3695,249,4257,9
3696,62,26309,7
3697,120,17769,6
3698,230,15912,2
3699,24,32406,6
3700,109,7919,6
3701,153,25694,6
3702,189,21902,4
3703,134,15231,2
3704,84,24075,5
3705,1,17457,6
3706,125,13260,1
3707,222,8668,5
3708,36,16687,6
3709,30,14562,2
3710,167,31354,4
3711,147,366,9
3712,50,7752,9
3713,74,14678,3
3714,230,21194,7
3715,148,3314,4
3716,171,31704,8
3717,178,1305,7
3718,21,12512,10
3719,53,27977,2
3720,31,11027,5
3721,141,3653,6
3722,218,351,3
3723,238,17669,4
3724,166,12038,3
3725,228,6615,7
3726,11,3895,10
3727,36,20760,3
3728,151,3059,3
3729,4,17246,3
3730,191,21740,2
3731,16,1447,8
3732,166,176,3
3733,220,22203,10
3734,163,11000,4
3735,224,28435,2
3736,79,29723,4
3737,184,14675,5
3738,158,8850,9
3739,32,9270,9
3740,18,10574,3
3741,170,3620,7
3742,11,27744,5
3743,152,5431,5
3744,115,1231,10
3745,136,12512,5
3746,142,21762,6
3747,46,16573,10
3748,15,32132,8
3749,221,25988,3
3750,2,11000,10
3751,115,3886,7
3752,61,18357,8
3753,20,30129,3
3754,77,5113,5
3755,114,32001,9
3756,169,30149,8
3757,247,28944,4
3758,59,1913,3
3759,193,6484,1
3760,8,766,6
3761,239,27557,5
3762,58,10140,9
3763,221,17242,7
3764,96,25851,5
3765,237,2887,2
3766,12,22809,9
3767,250,15285,3
3768,41,23911,8
3769,8,24340,9
3770,239,19343,5
3771,167,5513,4
3772,43,27433,5
3773,49,31354,10
3774,50,15950,3
3775,218,28496,3
3776,139,13162,5
3777,106,28806,3
3778,105,18675,2
3779,66,11027,4
3780,166,31704,1
3781,222,1849,2
3782,60,1849,9
3783,69,14709,1
3784,94,12641,8
3785,110,16663,2
3786,196,2855,1
3787,149,25916,2
3788,25,27286,3
3789,131,17404,1
3790,31,9627,4
3791,108,7010,6
3792,208,8951,1
3793,146,14562,2
3794,110,857,8
3795,110,777,8
3796,101,30420,8
3797,109,23832,1
3798,70,23800,3
3799,60,20626,7
3800,227,16656,8
3801,222,10533,4
3802,211,25944,7
3803,3,373,1
3804,16,30749,6
3805,97,28291,2
3806,175,20871,7
3807,23,26887,8
3808,148,18690,9
3809,33,26141,9
3810,242,2518,10
3811,144,6788,4
3812,42,21504,10
3813,4,13067,10
3814,58,28825,3
3815,167,6788,5
3816,192,5148,1
3817,167,30129,6
3818,151,25119,3
3819,115,23692,4
3820,11,14001,9
3821,217,4527,7
3822,183,31563,10
3823,237,28736,8
3824,162,26887,9
3825,81,24610,3
3826,221,12137,1
3827,8,16855,6
3828,92,12237,8
3829,111,7328,10
3830,239,24075,3
3831,142,20492,1
3832,166,698,4
3833,224,32460,4
3834,36,14257,9
3835,123,2730,1
3836,35,24095,2
3837,167,25851,5
3838,69,15831,6
3839,137,5872,5
3840,59,3311,4
3841,120,27078,3
3842,1,6179,7
3843,123,6753,3
3844,211,8400,1
3845,64,22379,9
3846,141,3446,3
3847,164,30322,9
3848,166,27446,1
3849,146,5520,10
3850,68,20702,8
3851,56,15187,6
3852,100,28367,3
3853,112,23641,7
3854,5,15312,1
3855,138,1108,4
3856,63,7445,7
3857,141,18462,9
3858,24,29533,2
3859,156,23088,7
3860,62,7101,4
3861,228,1166,4
3862,122,3002,9
3863,58,2967,6
3864,107,9772,6
3865,18,15736,10
3866,173,4866,4
3867,232,24416,9
3868,174,10502,2
3869,151,27433,1
3870,13,7045,3
3871,84,17797,4
3872,91,24116,8
3873,184,8814,6
3874,149,22084,10
3875,189,8891,3
3876,159,1813,1
3877,235,27339,1
3878,237,28825,2
3879,35,31996,10
3880,95,5148,6
3881,81,22621,5
3882,84,24998,1
3883,106,6039,6
3884,1,18661,3
3885,91,2825,3
3886,148,9905,1
3887,13,30837,1
3888,226,31258,8
3889,103,24065,2
3890,214,4084,6
3891,24,32573,9
3892,73,3797,1
3893,111,3059,3
3894,193,11007,8
3895,126,8557,10
3896,129,17534,3
3897,26,6657,7
3898,213,18718,2
3899,36,19264,6
3900,208,29174,4
3901,148,30761,10
3902,22,14562,10
3903,182,30882,8
3904,235,23911,10
3905,141,10830,7
3906,50,22333,6
3907,38,14598,9
3908,35,28096,6
3909,128,11308,6
3910,177,2518,8
3911,99,16354,9
3912,142,30817,9
3913,146,28944,7
3914,114,13708,10
3915,9,9559,1
3916,63,6784,1
3917,143,14709,10
3918,62,16588,7
3919,1,14905,6
3920,250,12343,6
3921,47,20602,7
3922,111,5049,8
3923,55,7183,8
3924,114,14477,6
3925,120,22084,8
3926,81,27433,1
3927,211,26110,10
3928,70,27024,4
3929,136,10026,7
3930,116,31001,10
3931,113,2484,2
3932,25,569,1
3933,143,19236,10
3934,152,28755,6
3935,179,4292,7
3936,178,20523,9
3937,133,32001,10
3938,229,25022,6
3939,78,23832,10
3940,230,10661,10
3941,14,23485,7
3942,119,1413,5
3943,236,12432,8
3944,198,9398,7
3945,119,17457,6
3946,102,11254,4
3947,89,5460,1
3948,212,16732,2
3949,126,13423,9
3950,65,30423,3
3951,133,17465,3
3952,201,13200,6
3953,25,25322,1
3954,7,20392,8
3955,99,7967,2
3956,220,24729,6
3957,104,25363,2
3958,45,18662,1
3959,185,20839,2
3960,167,12279,9
3961,228,13165,8
3962,27,15371,9
3963,87,6223,4
3964,109,3281,4
3965,21,26063,10
3966,234,20803,1
3967,249,569,6
3968,124,32281,6
3969,50,19015,5
3970,184,19771,1
3971,51,23592,3
3972,136,1305,8
3973,36,14396,9
3974,28,6784,1
3975,210,21740,2
3976,231,8815,4
3977,58,22528,8
3978,196,3018,6
3979,116,24514,9
3980,136,28215,10
3981,100,5306,10
3982,218,15375,4
3983,206,22005,3
3984,108,31985,1
3985,156,5460,3
3986,166,3684,6
3987,102,30817,2
3988,1,21080,1
3989,69,12088,10
3990,39,20924,4
3991,37,28839,10
3992,200,327,8
3993,69,23216,3
3994,217,30476,4
3995,216,13607,1
3996,121,10140,4
3997,250,20670,7
3998,48,32001,1
3999,186,27039,6
4000,177,8984,8
4001,53,30703,3
4002,130,10218,8
4003,243,22528,10
4004,2,18875,10
4005,230,6844,6
4006,213,1928,9
4007,199,11651,4
4008,228,7917,6
4009,224,10,10
4010,66,28028,8
4011,162,27442,7
4012,240,28831,9
4013,246,24655,7
4014,203,13423,4
4015,13,4626,1
4016,78,2911,8
4017,55,8951,6
4018,16,19032,1
4019,146,23406,6
4020,110,21823,9
4021,24,1863,9
4022,16,23630,3
4023,70,11072,6
4024,31,28028,2
4025,245,24704,1
4026,166,22968,8
4027,110,3988,8
4028,101,24501,7
4029,39,9346,10
4030,172,10498,4
4031,183,6486,9
4032,229,13162,10
4033,168,10468,7
4034,185,26955,6
4035,159,14335,6
4036,83,16813,2
4037,138,14675,10
4038,232,21028,5
4039,17,17095,3
4040,240,540,9
4041,224,30322,1
4042,57,22260,4
4043,155,21598,7
4044,138,25723,2
4045,57,30833,4
4046,42,15832,7
4047,34,10158,9
4048,237,11559,5
4049,172,24075,5
4050,109,21986,9
4051,70,6430,9
4052,173,19825,4
4053,218,14727,7
4054,2,3166,9
4055,220,10084,2
4056,181,23085,9
4057,11,14649,3
4058,152,23030,3
4059,196,22986,10
4060,71,21028,9
4061,45,2131,9
4062,167,4167,10
4063,136,28362,2
4064,168,8146,9
4065,45,23912,7
4066,54,5756,1
4067,70,32281,8
4068,9,11895,6
4069,94,27531,5
4070,152,24092,8
4071,225,13206,3
4072,31,7361,4
4073,115,30013,8
4074,237,32321,1
4075,78,1364,4
4076,24,25784,7
4077,211,3439,8
4078,154,24655,7
4079,69,3173,1
4080,126,12098,9
4081,104,24340,9
4082,41,2887,5
4083,137,27312,4
4084,139,14335,1
4085,10,3337,3
4086,132,18971,8
4087,186,7205,5
4088,232,31353,9
4089,166,25134,5
4090,199,25332,6
4091,148,12414,8
4092,114,7832,1
4093,116,15913,2
4094,219,13404,2
4095,110,2656,5
4096,26,21832,1
4097,145,31776,4
4098,85,7294,3
4099,26,30149,9
4100,82,7554,8
4101,5,1983,3
4102,129,12155,4
4103,159,7733,7
4104,38,28437,3
4105,162,3151,4
4106,242,26858,5
4107,180,13327,6
4108,183,32161,6
4109,103,29812,2
4110,227,6936,6
4111,3,3754,2
4112,249,27977,4
4113,121,20225,5
4114,238,12079,5
4115,116,8720,8
4116,55,16588,8
4117,185,278,2
4118,58,16214,3
4119,148,19530,6
4120,140,15546,3
4121,196,1515,3
4122,247,1231,7
4123,67,13200,9
4124,180,14602,8
4125,241,26455,10
4126,155,21720,9
4127,133,21381,6
4128,31,15370,1
4129,160,2578,3
4130,137,7728,2
4131,226,5753,9
4132,61,26455,4
4133,196,5049,10
4134,172,11149,4
4135,166,9018,1
4136,189,12832,5
4137,185,27025,1
4138,2,16279,2
4139,114,17735,1
4140,12,18172,8
4141,225,8558,3
4142,183,15831,2
4143,27,31876,1
4144,212,16817,8
4145,56,19589,1
4146,135,9976,7
4147,243,32073,3
4148,63,24971,7
4149,211,28045,4
4150,57,6163,1
4151,84,26141,2
4152,15,21338,4
4153,229,22837,2
4154,154,28372,3
4155,50,12607,9
4156,71,12088,5
4157,3,27676,5
4158,171,4932,10
4159,147,26532,9
4160,127,7800,2
4161,75,26110,5
4162,248,15370,5
4163,160,28043,8
4164,36,25064,7
4165,13,27683,1
4166,141,22599,8
4167,167,13165,8
4168,238,19411,7
4169,24,19075,5
4170,96,8639,2
4171,165,3087,4
4172,250,12523,3
4173,66,16322,5
4174,246,27901,1
4175,33,24092,3
4176,10,5756,8
4177,141,2800,5
4178,62,14257,7
4179,199,7177,4
4180,7,7045,1
4181,55,20615,8
4182,248,6223,3
4183,231,17959,10
4184,35,23030,10
4185,179,4084,10
4186,50,7832,8
4187,199,17735,6
4188,248,5580,6
4189,152,29801,1
4190,192,5726,5
4191,129,6163,6
4192,16,7733,1
4193,49,17457,9
4194,198,32406,3
4195,179,26955,9
4196,183,31357,3
4197,61,28831,3
4198,225,2753,7
4199,26,19555,1
4200,162,25784,8
4201,210,29237,10
4202,24,13449,3
4203,66,11737,5
4204,188,11737,5
4205,243,24267,8
4206,62,10575,6
4207,145,12163,9
4208,1,30966,5
4209,158,2921,8
4210,156,19810,7
4211,55,15093,1
4212,68,22683,1
4213,130,28151,8
4214,15,18022,3
4215,130,9673,2
4216,3,16587,6
4217,59,13582,7
4218,121,28065,3
4219,153,15530,4
4220,92,29472,9
4221,205,1647,3
4222,222,22538,4
4223,22,14504,8
4224,140,10444,10
4225,194,23800,5
4226,209,976,7
4227,123,6784,5
4228,166,3801,1
4229,250,21504,8
4230,27,28877,9
4231,140,22783,1
4232,232,12722,1
4233,148,26999,10
4234,112,5041,10
4235,249,15866,8
4236,214,11254,4
4237,93,2337,8
4238,58,22361,2
4239,29,9519,5
4240,185,3666,7
4241,128,9071,7
4242,239,18983,2
4243,113,480,2
4244,49,32030,5
4245,200,26739,4
4246,140,16789,1
4247,227,14951,8
4248,87,24092,7
4249,245,3694,1
4250,248,13157,7
4251,8,13473,1
4252,124,10802,6
4253,12,6197,7
4254,207,9627,2
4255,132,3797,6
4256,1,8591,9
4257,100,27819,2
4258,199,5471,4
4259,199,29936,9
4260,175,19139,6
4261,179,22844,9
4262,11,7183,7
4263,128,14585,1
4264,245,8102,2
4265,89,6688,4
4266,140,23617,9
4267,111,19729,3
4268,151,7733,2
4269,58,14776,10
4270,207,21740,3
4271,183,20839,2
4272,244,2578,5
4273,49,15624,5
4274,72,4441,7
4275,19,13012,7
4276,191,31776,3
4277,174,31876,3
4278,69,20666,6
4279,170,1813,7
4280,8,30817,2
4281,192,28018,1
4282,179,23564,9
4283,95,19147,7
4284,85,9905,10
4285,10,28354,4
4286,170,11895,3
4287,52,13192,4
4288,1,1305,5
4289,103,16814,7
4290,13,21676,9
4291,248,22333,1
4292,143,25870,7
4293,212,13708,7
4294,238,22876,9
4295,145,15201,2
4296,197,8290,1
4297,121,28327,6
4298,222,2050,4
4299,210,16354,8
4300,211,16214,2
4301,11,17253,9
4302,110,26025,7
4303,95,10,9
4304,32,24638,4
